Id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
17820,39.0,blue-collar,married,secondary,no,-66.0,no,yes,telephone,24,jul,626,5,-1,0,unknown,No
17821,33.0,entrepreneur,married,secondary,no,-122.0,no,no,cellular,24,jul,123,5,-1,0,unknown,No
17822,35.0,entrepreneur,single,tertiary,no,-880.0,no,yes,cellular,24,jul,77,3,-1,0,unknown,No
17823,49.0,management,single,tertiary,no,2555.0,no,yes,cellular,24,jul,263,2,-1,0,unknown,No
17824,37.0,entrepreneur,married,tertiary,no,0.0,yes,yes,cellular,24,jul,226,6,-1,0,unknown,No
17825,32.0,management,single,tertiary,yes,62.0,no,yes,cellular,24,jul,577,3,-1,0,unknown,No
17826,59.0,blue-collar,married,secondary,no,0.0,no,no,telephone,24,jul,393,3,-1,0,unknown,No
17827,32.0,services,divorced,secondary,no,4612.0,yes,no,cellular,24,jul,937,4,-1,0,unknown,No
17828,34.0,blue-collar,married,secondary,no,3990.0,yes,no,cellular,24,jul,633,7,-1,0,unknown,No
17829,37.0,entrepreneur,married,tertiary,no,1514.0,no,yes,cellular,24,jul,568,3,-1,0,unknown,No
17830,47.0,services,married,secondary,no,2.0,no,no,cellular,24,jul,237,2,-1,0,unknown,No
17831,45.0,admin.,married,secondary,no,434.0,no,yes,cellular,24,jul,180,19,-1,0,unknown,No
17832,29.0,blue-collar,married,primary,no,787.0,yes,no,cellular,24,jul,257,2,-1,0,unknown,No
17833,41.0,services,divorced,secondary,no,1838.0,yes,yes,telephone,24,jul,242,4,-1,0,unknown,No
17834,48.0,services,married,secondary,no,2409.0,yes,no,cellular,24,jul,533,2,-1,0,unknown,No
17835,33.0,admin.,single,secondary,no,61.0,no,no,cellular,24,jul,286,4,-1,0,unknown,No
17836,42.0,technician,single,tertiary,no,-411.0,yes,no,cellular,24,jul,212,3,-1,0,unknown,No
17837,44.0,management,married,tertiary,no,0.0,yes,no,telephone,24,jul,81,2,-1,0,unknown,No
17838,26.0,technician,married,secondary,no,415.0,no,no,cellular,24,jul,92,2,-1,0,unknown,No
17839,25.0,management,single,secondary,no,1272.0,yes,no,cellular,24,jul,342,2,-1,0,unknown,No
17840,41.0,entrepreneur,married,tertiary,no,0.0,yes,no,telephone,24,jul,552,16,-1,0,unknown,No
17841,52.0,admin.,divorced,secondary,no,121.0,yes,no,cellular,24,jul,241,2,-1,0,unknown,No
17842,25.0,services,married,secondary,no,0.0,yes,no,cellular,24,jul,458,9,-1,0,unknown,Yes
17843,28.0,unemployed,single,tertiary,no,497.0,yes,no,cellular,24,jul,1602,6,-1,0,unknown,Yes
17844,49.0,housemaid,married,primary,no,0.0,yes,no,cellular,25,jul,42,3,-1,0,unknown,No
17845,55.0,blue-collar,married,unknown,no,728.0,yes,no,cellular,25,jul,130,2,-1,0,unknown,No
17846,43.0,management,divorced,tertiary,no,38.0,yes,no,cellular,25,jul,197,6,-1,0,unknown,No
17847,34.0,technician,married,tertiary,no,0.0,yes,no,cellular,25,jul,52,3,-1,0,unknown,No
17848,39.0,blue-collar,married,secondary,no,276.0,no,yes,cellular,25,jul,441,12,-1,0,unknown,No
17849,48.0,management,divorced,tertiary,no,64.0,no,yes,cellular,25,jul,263,6,-1,0,unknown,No
17850,55.0,management,married,tertiary,no,149.0,no,yes,telephone,25,jul,41,6,-1,0,unknown,No
17851,45.0,retired,married,primary,no,25.0,no,yes,cellular,25,jul,115,3,-1,0,unknown,No
17852,59.0,unknown,married,secondary,no,402.0,no,no,telephone,25,jul,69,5,-1,0,unknown,No
17853,50.0,management,married,tertiary,no,619.0,yes,no,telephone,25,jul,219,2,-1,0,unknown,No
17854,49.0,blue-collar,married,secondary,no,233.0,yes,no,cellular,25,jul,179,2,-1,0,unknown,No
17855,35.0,technician,single,secondary,yes,0.0,no,no,cellular,25,jul,72,3,-1,0,unknown,No
17856,54.0,retired,married,secondary,no,1371.0,no,no,telephone,25,jul,1492,2,-1,0,unknown,Yes
17857,42.0,management,divorced,tertiary,no,20.0,no,no,cellular,25,jul,64,2,-1,0,unknown,No
17858,34.0,management,married,tertiary,no,775.0,yes,no,cellular,25,jul,210,2,-1,0,unknown,No
17859,27.0,blue-collar,single,secondary,no,2074.0,no,yes,cellular,25,jul,203,2,-1,0,unknown,No
17860,28.0,housemaid,married,secondary,no,15.0,yes,no,telephone,25,jul,133,7,-1,0,unknown,No
17861,49.0,blue-collar,married,secondary,no,165.0,no,yes,cellular,25,jul,682,10,-1,0,unknown,No
17862,56.0,management,divorced,tertiary,no,55.0,no,yes,cellular,25,jul,154,2,-1,0,unknown,No
17863,46.0,self-employed,married,secondary,no,0.0,no,yes,telephone,25,jul,150,2,-1,0,unknown,No
17864,31.0,entrepreneur,married,secondary,no,10.0,yes,yes,cellular,25,jul,13,9,-1,0,unknown,No
17865,28.0,technician,single,tertiary,no,1628.0,yes,no,cellular,25,jul,1422,2,-1,0,unknown,Yes
17866,38.0,services,married,secondary,no,311.0,no,yes,cellular,25,jul,114,12,-1,0,unknown,No
17867,47.0,management,married,tertiary,no,19.0,no,no,cellular,25,jul,186,2,-1,0,unknown,No
17868,59.0,management,married,tertiary,no,2365.0,no,yes,telephone,25,jul,159,4,-1,0,unknown,No
17869,34.0,services,divorced,secondary,no,380.0,yes,yes,cellular,25,jul,102,2,-1,0,unknown,No
17870,38.0,entrepreneur,married,primary,no,21.0,yes,no,cellular,25,jul,65,4,-1,0,unknown,No
17871,32.0,services,married,secondary,yes,-220.0,yes,yes,cellular,25,jul,123,2,-1,0,unknown,No
17872,27.0,technician,single,tertiary,no,372.0,yes,yes,cellular,25,jul,728,2,-1,0,unknown,Yes
17873,33.0,services,single,secondary,no,310.0,yes,no,cellular,25,jul,43,7,-1,0,unknown,No
17874,36.0,services,single,secondary,no,14.0,yes,no,cellular,25,jul,320,3,-1,0,unknown,No
17875,56.0,management,married,unknown,no,353.0,no,yes,cellular,25,jul,171,2,-1,0,unknown,No
17876,51.0,management,married,tertiary,no,-15.0,no,no,cellular,25,jul,212,2,-1,0,unknown,No
17877,30.0,technician,married,tertiary,no,179.0,yes,no,cellular,25,jul,111,2,-1,0,unknown,No
17878,39.0,services,married,secondary,no,2.0,yes,no,cellular,25,jul,174,10,-1,0,unknown,No
17879,37.0,technician,single,tertiary,no,2642.0,yes,no,cellular,25,jul,591,3,-1,0,unknown,No
17880,25.0,services,single,secondary,no,156.0,yes,yes,cellular,25,jul,602,5,-1,0,unknown,No
17881,43.0,entrepreneur,married,tertiary,no,11532.0,yes,no,telephone,25,jul,58,1,-1,0,unknown,No
17882,49.0,blue-collar,single,primary,no,566.0,yes,no,cellular,25,jul,979,2,-1,0,unknown,Yes
17883,27.0,technician,married,secondary,no,0.0,yes,yes,cellular,25,jul,190,2,-1,0,unknown,No
17884,39.0,entrepreneur,married,primary,no,13930.0,yes,no,cellular,25,jul,337,2,-1,0,unknown,No
17885,28.0,technician,single,secondary,no,799.0,yes,no,cellular,25,jul,295,1,-1,0,unknown,No
17886,53.0,blue-collar,married,primary,no,343.0,yes,no,cellular,25,jul,616,5,-1,0,unknown,Yes
17887,27.0,blue-collar,single,secondary,no,137.0,no,yes,cellular,25,jul,359,1,-1,0,unknown,No
17888,37.0,management,married,tertiary,no,4039.0,no,yes,cellular,25,jul,106,2,-1,0,unknown,No
17889,30.0,management,single,tertiary,no,5074.0,yes,no,cellular,25,jul,153,2,-1,0,unknown,No
17890,32.0,technician,single,secondary,no,26.0,no,yes,cellular,25,jul,110,1,-1,0,unknown,No
17891,29.0,services,married,tertiary,no,-62.0,yes,yes,cellular,25,jul,126,1,-1,0,unknown,No
17892,25.0,services,married,secondary,no,-282.0,yes,yes,cellular,25,jul,198,1,-1,0,unknown,No
17893,35.0,technician,single,secondary,no,2471.0,yes,yes,cellular,25,jul,136,5,-1,0,unknown,No
17894,32.0,blue-collar,married,secondary,yes,-49.0,yes,no,cellular,25,jul,173,8,-1,0,unknown,No
17895,35.0,services,single,secondary,no,11.0,yes,no,cellular,25,jul,294,1,-1,0,unknown,No
17896,50.0,admin.,divorced,secondary,no,556.0,yes,no,cellular,25,jul,305,1,-1,0,unknown,No
17897,32.0,management,married,tertiary,no,3107.0,yes,yes,cellular,25,jul,310,1,-1,0,unknown,No
17898,26.0,technician,single,secondary,no,941.0,no,yes,cellular,25,jul,784,1,-1,0,unknown,Yes
17899,51.0,blue-collar,married,primary,no,1080.0,no,yes,cellular,25,jul,110,1,-1,0,unknown,No
17900,27.0,services,single,primary,no,140.0,yes,yes,cellular,25,jul,361,1,-1,0,unknown,No
17901,37.0,services,married,secondary,no,775.0,no,yes,cellular,25,jul,1000,1,-1,0,unknown,Yes
17902,34.0,blue-collar,single,secondary,no,1759.0,no,yes,cellular,25,jul,695,1,-1,0,unknown,Yes
17903,34.0,admin.,married,secondary,no,2.0,yes,no,cellular,25,jul,137,11,-1,0,unknown,No
17904,26.0,self-employed,married,secondary,yes,254.0,yes,yes,cellular,25,jul,335,1,-1,0,unknown,No
17905,30.0,blue-collar,single,secondary,no,3.0,yes,no,cellular,25,jul,51,1,-1,0,unknown,No
17906,33.0,admin.,married,secondary,no,82.0,yes,no,cellular,25,jul,735,1,-1,0,unknown,Yes
17907,50.0,technician,married,secondary,no,59.0,yes,no,cellular,25,jul,57,5,-1,0,unknown,No
17908,57.0,entrepreneur,married,tertiary,no,1681.0,no,no,cellular,25,jul,159,1,-1,0,unknown,No
17909,57.0,entrepreneur,married,secondary,yes,-525.0,no,yes,cellular,25,jul,337,1,-1,0,unknown,No
17910,38.0,housemaid,married,primary,yes,0.0,no,no,cellular,25,jul,267,1,-1,0,unknown,No
17911,27.0,technician,single,secondary,no,41.0,yes,yes,cellular,25,jul,803,1,-1,0,unknown,No
17912,27.0,technician,single,secondary,no,3485.0,no,yes,cellular,25,jul,282,2,-1,0,unknown,No
17913,25.0,services,single,secondary,no,368.0,no,no,telephone,25,jul,168,1,-1,0,unknown,No
17914,46.0,management,single,tertiary,no,502.0,no,no,cellular,25,jul,18,2,-1,0,unknown,No
17915,44.0,technician,single,primary,no,237.0,yes,no,cellular,25,jul,54,1,-1,0,unknown,No
17916,30.0,unemployed,married,tertiary,no,4696.0,yes,no,cellular,25,jul,172,1,-1,0,unknown,No
17917,34.0,blue-collar,married,unknown,no,568.0,yes,no,cellular,25,jul,256,1,-1,0,unknown,No
17918,39.0,technician,married,secondary,no,355.0,no,no,cellular,25,jul,132,1,-1,0,unknown,No
17919,30.0,blue-collar,single,secondary,no,297.0,yes,no,cellular,25,jul,218,1,-1,0,unknown,No
17920,31.0,blue-collar,married,secondary,no,-723.0,yes,no,cellular,25,jul,112,2,-1,0,unknown,No
17921,35.0,management,divorced,tertiary,no,1723.0,yes,no,cellular,25,jul,862,1,-1,0,unknown,Yes
17922,30.0,blue-collar,single,primary,no,3195.0,yes,yes,cellular,25,jul,134,1,-1,0,unknown,No
17923,31.0,management,married,tertiary,no,430.0,yes,no,cellular,25,jul,137,16,-1,0,unknown,No
17924,29.0,self-employed,single,tertiary,no,162.0,no,yes,cellular,25,jul,324,1,-1,0,unknown,No
17925,47.0,management,married,tertiary,no,-488.0,yes,no,cellular,25,jul,65,5,-1,0,unknown,No
17926,30.0,admin.,single,secondary,no,-635.0,no,no,cellular,25,jul,250,1,-1,0,unknown,No
17927,53.0,management,married,tertiary,no,5261.0,no,yes,cellular,25,jul,1209,3,-1,0,unknown,No
17928,29.0,management,married,tertiary,no,5698.0,no,no,cellular,25,jul,198,1,-1,0,unknown,No
17929,50.0,blue-collar,married,primary,no,-454.0,yes,no,telephone,25,jul,241,1,-1,0,unknown,No
17930,51.0,admin.,divorced,secondary,no,74.0,yes,no,cellular,25,jul,79,2,-1,0,unknown,No
17931,42.0,blue-collar,married,primary,no,5.0,yes,no,cellular,25,jul,112,2,-1,0,unknown,No
17932,35.0,management,married,tertiary,no,0.0,yes,yes,cellular,25,jul,86,4,-1,0,unknown,No
17933,30.0,technician,married,secondary,no,-280.0,yes,no,cellular,25,jul,246,2,-1,0,unknown,No
17934,32.0,admin.,married,tertiary,no,176.0,yes,no,cellular,25,jul,50,1,-1,0,unknown,No
17935,58.0,blue-collar,married,secondary,no,144.0,no,yes,cellular,25,jul,71,2,-1,0,unknown,No
17936,30.0,admin.,married,secondary,no,60.0,no,yes,cellular,25,jul,61,2,-1,0,unknown,No
17937,28.0,management,single,tertiary,no,1466.0,yes,no,cellular,25,jul,40,1,-1,0,unknown,No
17938,27.0,student,single,tertiary,no,1.0,no,no,cellular,25,jul,73,1,-1,0,unknown,No
17939,42.0,management,married,tertiary,no,3841.0,yes,no,cellular,25,jul,720,2,-1,0,unknown,No
17940,26.0,technician,married,tertiary,no,233.0,yes,no,cellular,25,jul,175,1,-1,0,unknown,No
17941,55.0,retired,married,unknown,no,554.0,no,yes,cellular,25,jul,234,1,-1,0,unknown,No
17942,35.0,management,single,tertiary,no,48.0,yes,yes,cellular,25,jul,226,1,-1,0,unknown,No
17943,45.0,management,married,tertiary,no,634.0,yes,no,cellular,25,jul,227,1,-1,0,unknown,No
17944,49.0,technician,divorced,secondary,no,-54.0,yes,yes,cellular,25,jul,214,1,-1,0,unknown,No
17945,36.0,management,single,tertiary,no,142.0,yes,no,cellular,25,jul,571,1,-1,0,unknown,No
17946,41.0,entrepreneur,married,secondary,no,2959.0,yes,no,telephone,25,jul,110,1,-1,0,unknown,No
17947,25.0,blue-collar,married,secondary,no,59.0,yes,no,cellular,25,jul,246,1,-1,0,unknown,No
17948,33.0,management,married,primary,no,91.0,no,yes,cellular,25,jul,113,3,-1,0,unknown,No
17949,31.0,services,single,tertiary,no,10122.0,yes,no,cellular,25,jul,63,1,-1,0,unknown,No
17950,43.0,blue-collar,married,secondary,no,57.0,yes,no,cellular,25,jul,188,5,-1,0,unknown,No
17951,31.0,services,married,secondary,no,395.0,no,no,cellular,25,jul,174,3,-1,0,unknown,No
17952,45.0,management,married,tertiary,no,766.0,yes,no,telephone,25,jul,59,15,-1,0,unknown,No
17953,45.0,blue-collar,married,secondary,no,79.0,yes,no,cellular,25,jul,98,1,-1,0,unknown,No
17954,41.0,admin.,single,secondary,no,0.0,no,no,telephone,25,jul,286,2,-1,0,unknown,No
17955,54.0,blue-collar,married,primary,no,95.0,no,no,cellular,25,jul,302,1,-1,0,unknown,No
17956,34.0,blue-collar,married,secondary,no,765.0,no,no,cellular,25,jul,238,1,-1,0,unknown,No
17957,25.0,blue-collar,married,secondary,no,2.0,yes,no,cellular,25,jul,102,2,-1,0,unknown,No
17958,46.0,admin.,married,unknown,no,0.0,yes,no,cellular,25,jul,49,1,-1,0,unknown,No
17959,36.0,admin.,single,secondary,no,191.0,yes,no,cellular,25,jul,18,7,-1,0,unknown,No
17960,47.0,blue-collar,married,primary,no,830.0,no,yes,cellular,25,jul,795,1,-1,0,unknown,No
17961,51.0,retired,married,primary,no,1495.0,no,no,telephone,25,jul,1946,4,-1,0,unknown,Yes
17962,38.0,technician,single,secondary,no,294.0,no,yes,cellular,25,jul,172,2,-1,0,unknown,No
17963,40.0,entrepreneur,married,secondary,no,0.0,yes,no,cellular,25,jul,560,1,-1,0,unknown,No
17964,53.0,services,married,secondary,no,1364.0,no,no,cellular,25,jul,77,1,-1,0,unknown,No
17965,32.0,blue-collar,divorced,primary,no,380.0,no,no,cellular,25,jul,48,2,-1,0,unknown,No
17966,59.0,retired,married,primary,no,-182.0,no,yes,cellular,25,jul,153,1,-1,0,unknown,No
17967,29.0,blue-collar,married,primary,no,410.0,no,yes,telephone,25,jul,297,2,-1,0,unknown,No
17968,48.0,self-employed,divorced,tertiary,no,103.0,no,yes,cellular,25,jul,135,1,-1,0,unknown,No
17969,48.0,services,married,secondary,no,622.0,yes,no,cellular,25,jul,95,1,-1,0,unknown,No
17970,53.0,housemaid,married,secondary,no,559.0,yes,no,telephone,25,jul,182,1,-1,0,unknown,No
17971,35.0,blue-collar,married,primary,no,305.0,yes,no,cellular,25,jul,168,2,-1,0,unknown,No
17972,36.0,housemaid,married,tertiary,no,147.0,yes,yes,cellular,25,jul,1269,1,-1,0,unknown,No
17973,52.0,retired,married,secondary,no,5423.0,no,yes,cellular,25,jul,102,1,-1,0,unknown,No
17974,58.0,retired,married,secondary,no,992.0,no,no,cellular,25,jul,46,1,-1,0,unknown,No
17975,34.0,technician,divorced,secondary,no,675.0,no,no,cellular,25,jul,81,2,-1,0,unknown,No
17976,39.0,self-employed,married,tertiary,no,1492.0,yes,no,cellular,25,jul,1106,1,-1,0,unknown,No
17977,30.0,blue-collar,divorced,primary,no,-242.0,no,yes,cellular,25,jul,124,2,-1,0,unknown,No
17978,54.0,management,divorced,tertiary,no,2079.0,no,yes,cellular,25,jul,217,1,-1,0,unknown,No
17979,29.0,blue-collar,married,secondary,no,9.0,yes,no,cellular,25,jul,236,8,-1,0,unknown,No
17980,54.0,management,single,tertiary,no,3294.0,yes,no,cellular,25,jul,132,5,-1,0,unknown,No
17981,37.0,management,married,tertiary,no,287.0,yes,no,cellular,25,jul,94,2,-1,0,unknown,No
17982,47.0,services,divorced,secondary,no,-116.0,no,yes,cellular,25,jul,160,3,-1,0,unknown,No
17983,37.0,housemaid,married,secondary,no,589.0,yes,no,cellular,25,jul,335,2,-1,0,unknown,No
17984,46.0,technician,married,secondary,no,-220.0,yes,no,cellular,25,jul,203,1,-1,0,unknown,No
17985,42.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,25,jul,184,2,-1,0,unknown,No
17986,47.0,management,married,primary,no,2793.0,yes,no,telephone,25,jul,102,4,-1,0,unknown,No
17987,32.0,self-employed,single,secondary,no,1259.0,no,no,cellular,25,jul,184,2,-1,0,unknown,No
17988,30.0,technician,married,tertiary,no,71.0,yes,no,cellular,25,jul,800,2,-1,0,unknown,No
17989,40.0,blue-collar,married,secondary,no,0.0,no,no,cellular,25,jul,96,2,-1,0,unknown,No
17990,27.0,services,single,secondary,no,139.0,no,no,cellular,25,jul,165,3,-1,0,unknown,No
17991,36.0,entrepreneur,married,secondary,no,1412.0,yes,yes,cellular,25,jul,226,1,-1,0,unknown,No
17992,40.0,management,divorced,tertiary,no,205.0,no,no,cellular,25,jul,357,1,-1,0,unknown,No
17993,33.0,services,married,secondary,yes,-319.0,yes,no,cellular,25,jul,142,1,-1,0,unknown,No
17994,46.0,management,married,unknown,no,802.0,yes,no,telephone,25,jul,417,1,-1,0,unknown,No
17995,37.0,services,divorced,secondary,no,652.0,no,no,cellular,25,jul,177,2,-1,0,unknown,No
17996,32.0,admin.,married,secondary,no,0.0,no,no,cellular,25,jul,209,1,-1,0,unknown,No
17997,39.0,housemaid,married,secondary,no,1444.0,no,no,telephone,25,jul,362,8,-1,0,unknown,Yes
17998,25.0,admin.,single,secondary,no,0.0,no,yes,cellular,25,jul,49,1,-1,0,unknown,No
17999,52.0,admin.,married,secondary,no,473.0,yes,no,cellular,25,jul,135,2,-1,0,unknown,No
18000,32.0,admin.,married,secondary,no,2.0,yes,no,cellular,25,jul,132,5,-1,0,unknown,No
18001,30.0,technician,divorced,tertiary,no,317.0,yes,no,cellular,25,jul,67,5,-1,0,unknown,No
18002,57.0,management,married,tertiary,no,4185.0,yes,no,telephone,25,jul,394,2,-1,0,unknown,No
18003,36.0,management,married,tertiary,no,612.0,no,no,cellular,25,jul,153,2,-1,0,unknown,No
18004,34.0,technician,single,secondary,no,318.0,no,yes,cellular,25,jul,239,5,-1,0,unknown,No
18005,25.0,technician,single,secondary,no,1036.0,yes,no,cellular,25,jul,337,2,-1,0,unknown,No
18006,56.0,housemaid,married,primary,no,871.0,no,no,telephone,25,jul,149,1,-1,0,unknown,No
18007,54.0,housemaid,married,secondary,no,209.0,yes,yes,cellular,25,jul,97,1,-1,0,unknown,No
18008,59.0,retired,married,secondary,no,5706.0,yes,no,cellular,25,jul,471,2,-1,0,unknown,No
18009,48.0,management,married,tertiary,no,4006.0,no,no,cellular,25,jul,51,4,-1,0,unknown,No
18010,39.0,management,divorced,tertiary,no,1555.0,yes,no,cellular,25,jul,796,1,-1,0,unknown,No
18011,55.0,blue-collar,married,primary,no,2490.0,no,no,telephone,25,jul,106,3,-1,0,unknown,No
18012,43.0,blue-collar,married,secondary,no,1343.0,yes,yes,cellular,25,jul,211,2,-1,0,unknown,No
18013,39.0,technician,married,secondary,no,-709.0,yes,no,cellular,25,jul,311,6,-1,0,unknown,No
18014,47.0,housemaid,married,secondary,no,4397.0,yes,no,cellular,25,jul,110,1,-1,0,unknown,No
18015,57.0,management,married,secondary,no,262.0,no,no,cellular,25,jul,276,1,-1,0,unknown,No
18016,39.0,housemaid,married,secondary,no,42.0,yes,no,telephone,25,jul,120,1,-1,0,unknown,No
18017,43.0,management,married,secondary,no,1424.0,yes,no,cellular,25,jul,39,3,-1,0,unknown,No
18018,46.0,services,married,primary,no,860.0,no,no,cellular,25,jul,80,1,-1,0,unknown,No
18019,44.0,services,married,secondary,no,483.0,yes,no,telephone,25,jul,87,1,-1,0,unknown,No
18020,32.0,unemployed,married,tertiary,no,1.0,no,no,cellular,25,jul,449,2,-1,0,unknown,No
18021,30.0,blue-collar,single,secondary,no,191.0,no,no,cellular,25,jul,66,2,-1,0,unknown,No
18022,31.0,blue-collar,single,secondary,yes,-535.0,yes,no,cellular,25,jul,163,1,-1,0,unknown,No
18023,36.0,services,divorced,secondary,no,-194.0,no,no,cellular,25,jul,83,2,-1,0,unknown,No
18024,33.0,blue-collar,single,secondary,no,0.0,no,no,telephone,25,jul,511,1,-1,0,unknown,No
18025,33.0,admin.,single,secondary,no,-300.0,yes,yes,cellular,25,jul,184,1,-1,0,unknown,No
18026,47.0,management,married,tertiary,no,7.0,yes,no,cellular,25,jul,102,5,-1,0,unknown,No
18027,28.0,management,single,tertiary,no,231.0,yes,yes,cellular,25,jul,568,2,-1,0,unknown,No
18028,34.0,management,married,tertiary,no,1116.0,yes,no,cellular,25,jul,53,5,-1,0,unknown,No
18029,35.0,technician,single,tertiary,no,470.0,yes,no,cellular,25,jul,743,13,-1,0,unknown,Yes
18030,26.0,services,single,secondary,no,0.0,no,no,cellular,25,jul,129,3,-1,0,unknown,No
18031,49.0,housemaid,married,secondary,no,183.0,no,no,cellular,25,jul,206,2,-1,0,unknown,No
18032,51.0,unemployed,married,primary,no,1162.0,yes,no,cellular,25,jul,2015,1,-1,0,unknown,Yes
18033,29.0,services,single,secondary,no,-251.0,no,no,cellular,25,jul,98,1,-1,0,unknown,No
18034,57.0,management,divorced,secondary,no,23.0,no,yes,telephone,25,jul,330,1,-1,0,unknown,No
18035,27.0,technician,single,secondary,no,1359.0,no,yes,telephone,25,jul,199,1,-1,0,unknown,No
18036,54.0,technician,married,secondary,no,1331.0,yes,no,telephone,25,jul,657,2,-1,0,unknown,No
18037,27.0,services,single,secondary,no,0.0,no,yes,cellular,25,jul,261,3,-1,0,unknown,No
18038,37.0,technician,single,unknown,no,334.0,no,yes,cellular,25,jul,442,12,-1,0,unknown,No
18039,30.0,technician,single,secondary,no,1625.0,yes,no,cellular,25,jul,90,3,-1,0,unknown,No
18040,29.0,entrepreneur,single,secondary,no,158.0,yes,no,cellular,25,jul,241,2,-1,0,unknown,No
18041,34.0,blue-collar,married,primary,no,654.0,no,no,cellular,25,jul,152,1,-1,0,unknown,No
18042,26.0,entrepreneur,married,tertiary,yes,144.0,no,yes,cellular,25,jul,730,1,-1,0,unknown,No
18043,40.0,blue-collar,married,secondary,no,60.0,no,yes,cellular,25,jul,36,1,-1,0,unknown,No
18044,54.0,housemaid,married,primary,no,3304.0,no,yes,cellular,25,jul,90,7,-1,0,unknown,No
18045,28.0,services,married,secondary,no,633.0,no,yes,cellular,25,jul,95,1,-1,0,unknown,No
18046,40.0,management,married,tertiary,no,-7.0,no,yes,telephone,25,jul,697,1,-1,0,unknown,No
18047,36.0,management,married,tertiary,no,1988.0,yes,yes,cellular,25,jul,102,2,-1,0,unknown,No
18048,33.0,blue-collar,divorced,secondary,no,0.0,no,no,cellular,25,jul,374,2,-1,0,unknown,No
18049,59.0,retired,married,secondary,no,377.0,no,yes,cellular,25,jul,468,4,-1,0,unknown,No
18050,34.0,technician,married,secondary,no,0.0,yes,no,cellular,25,jul,141,3,-1,0,unknown,No
18051,53.0,retired,married,primary,no,759.0,yes,no,telephone,25,jul,702,5,-1,0,unknown,No
18052,55.0,self-employed,married,secondary,no,2387.0,yes,no,cellular,25,jul,155,4,-1,0,unknown,No
18053,51.0,management,divorced,tertiary,no,323.0,yes,no,cellular,25,jul,356,9,-1,0,unknown,No
18054,30.0,technician,single,secondary,no,1626.0,no,no,cellular,25,jul,566,3,-1,0,unknown,No
18055,57.0,management,divorced,tertiary,no,909.0,yes,no,cellular,25,jul,147,2,-1,0,unknown,No
18056,51.0,management,married,tertiary,no,656.0,yes,no,cellular,25,jul,268,2,-1,0,unknown,No
18057,51.0,entrepreneur,married,secondary,no,2156.0,yes,no,cellular,25,jul,84,3,-1,0,unknown,No
18058,35.0,admin.,married,secondary,no,786.0,no,yes,cellular,25,jul,322,1,-1,0,unknown,No
18059,42.0,services,divorced,secondary,no,108.0,no,no,cellular,25,jul,360,13,-1,0,unknown,No
18060,39.0,admin.,divorced,secondary,no,2903.0,yes,yes,telephone,25,jul,259,2,-1,0,unknown,No
18061,30.0,management,single,tertiary,no,2.0,yes,yes,cellular,25,jul,1031,8,-1,0,unknown,Yes
18062,59.0,housemaid,divorced,primary,yes,0.0,no,yes,cellular,25,jul,1368,2,-1,0,unknown,No
18063,25.0,blue-collar,married,secondary,no,-102.0,no,no,cellular,25,jul,466,1,-1,0,unknown,No
18064,51.0,technician,married,secondary,no,18.0,no,yes,cellular,25,jul,363,6,-1,0,unknown,No
18065,31.0,services,single,secondary,yes,-21.0,no,yes,cellular,25,jul,507,1,-1,0,unknown,No
18066,41.0,admin.,married,secondary,no,1672.0,yes,no,cellular,25,jul,148,1,-1,0,unknown,No
18067,31.0,technician,married,tertiary,no,0.0,yes,no,cellular,25,jul,266,6,-1,0,unknown,No
18068,27.0,management,married,tertiary,no,159.0,yes,no,cellular,25,jul,295,2,-1,0,unknown,No
18069,27.0,blue-collar,married,secondary,no,5505.0,yes,yes,cellular,25,jul,134,1,-1,0,unknown,No
18070,52.0,services,divorced,secondary,no,2455.0,no,no,cellular,25,jul,289,1,-1,0,unknown,No
18071,38.0,admin.,married,secondary,no,689.0,yes,no,cellular,25,jul,270,1,-1,0,unknown,No
18072,30.0,admin.,single,tertiary,no,33.0,yes,no,cellular,25,jul,396,1,-1,0,unknown,No
18073,44.0,technician,single,tertiary,no,3432.0,yes,no,cellular,25,jul,72,30,-1,0,unknown,No
18074,32.0,technician,single,secondary,no,4069.0,yes,no,cellular,25,jul,273,1,-1,0,unknown,No
18075,44.0,self-employed,married,tertiary,no,233.0,yes,yes,cellular,25,jul,161,7,-1,0,unknown,No
18076,41.0,blue-collar,married,secondary,no,113.0,no,no,cellular,25,jul,92,15,-1,0,unknown,No
18077,34.0,technician,divorced,secondary,no,1301.0,yes,no,cellular,25,jul,124,2,-1,0,unknown,No
18078,36.0,entrepreneur,single,secondary,no,475.0,no,no,cellular,25,jul,141,3,-1,0,unknown,No
18079,44.0,technician,married,secondary,no,111.0,yes,yes,cellular,25,jul,356,3,-1,0,unknown,No
18080,30.0,blue-collar,married,primary,no,-68.0,yes,no,cellular,25,jul,394,2,-1,0,unknown,No
18081,32.0,blue-collar,married,primary,no,104.0,yes,no,cellular,25,jul,211,3,-1,0,unknown,No
18082,31.0,housemaid,single,secondary,no,0.0,yes,no,cellular,25,jul,293,4,-1,0,unknown,No
18083,32.0,services,single,secondary,no,441.0,no,yes,cellular,25,jul,135,2,-1,0,unknown,No
